time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453704660	7.89602	-8.10483	-2.81284	0.375323	0	radar	3.50896	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775
1477010453759674	7.90614	-8.08272	-2.81307	0.377387	0	lidar	2.12285e-314	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773
1477010453809760	7.90402	-8.07924	-2.81289	0.395343	0	radar	3.63281	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656
1477010453859847	7.91551	-8.05571	-2.81313	0.397581	0	lidar	2.12285e-314	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655
1477010453914847	7.91294	-8.05163	-2.81405	0.425979	0	radar	8.72668	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094
1477010453969847	7.92625	-8.02707	-2.81428	0.428392	0	lidar	2.12285e-314	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909
1477010454024848	7.92465	-8.02438	-2.81581	0.443686	0	radar	2.70027	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815
1477010454079850	7.93935	-7.99841	-2.81606	0.446275	0	lidar	2.12285e-314	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813
1477010454134784	7.93867	-7.99706	-2.8182	0.462167	0	radar	2.75857	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036
1477010454189718	7.9547	-7.96967	-2.81846	0.464929	0	lidar	2.12285e-314	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037
1477010454244791	7.95415	-7.96849	-2.82101	0.479681	0	radar	2.46044	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577
1477010454299865	7.97142	-7.93982	-2.82128	0.4826	0	lidar	2.12285e-314	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575
1477010454354798	7.97072	-7.93842	-2.82399	0.495575	0	radar	2.0288	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306
1477010454409731	7.9893	-7.90772	-2.82428	0.498706	0	lidar	2.12285e-314	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306
1477010454464746	7.98886	-7.90666	-2.8275	0.512181	0	radar	2.2228	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652
1477010454519762	8.00892	-7.87396	-2.82781	0.515531	0	lidar	2.12285e-314	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265
1477010454574770	8.00947	-7.87428	-2.83293	0.534377	0	radar	4.31445	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792
1477010454629779	8.03059	-7.84024	-2.83325	0.537881	0	lidar	2.12285e-314	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179
1477010454684753	8.03122	-7.84062	-2.83802	0.552884	0	radar	2.87933	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904
1477010454739728	8.05361	-7.80536	-2.83835	0.556543	0	lidar	2.12285e-314	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903
1477010454794687	8.05429	-7.80577	-2.84093	0.563854	0	radar	0.877172	10.795	-3.60617	10.8	-3.6	0.909773	2.72931
1477010454849647	8.07731	-7.76885	-2.84128	0.567661	0	lidar	2.12285e-314	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928
1477010454899659	8.0782	-7.76953	-2.84768	0.584828	0	radar	4.00717	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928
1477010454949672	8.10244	-7.73069	-2.84805	0.588834	0	lidar	2.12285e-314	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925
1477010455004755	8.1036	-7.73164	-2.85064	0.59509	0	radar	0.852117	11.1178	-2.98807	11.1	-3	0.907725	2.72317
1477010455059839	8.12848	-7.69121	-2.85102	0.59924	0	lidar	2.12285e-314	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314
1477010455114849	8.12953	-7.69198	-2.85438	0.607057	0	radar	1.16623	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678
1477010455169859	8.15513	-7.6498	-2.85478	0.611366	0	lidar	2.12285e-314	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678
1477010455224848	8.15595	-7.65019	-2.85148	0.604111	0	radar	1.06618	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782
1477010455279837	8.1811	-7.60675	-2.8519	0.608478	0	lidar	2.12285e-314	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782
1477010455334808	8.182	-7.6073	-2.85874	0.624299	0	radar	4.03834	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871
1477010455389780	8.20829	-7.56218	-2.85917	0.628846	0	lidar	2.12285e-314	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869
1477010455444718	8.2094	-7.56289	-2.86031	0.631282	0	radar	0.511079	11.3011	-1.79507	11.35	-1.8	0	2.73035
1477010455499657	8.23562	-7.51652	-2.86076	0.635908	0	lidar	2.12285e-314	11.3326	-1.67041	11.35	-1.65	0	2.73033
1477010455549699	8.23591	-7.51618	-2.8585	0.631259	0	radar	0.715202	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748
1477010455599742	8.26181	-7.46852	-2.85896	0.635952	0	lidar	2.12285e-314	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745
1477010455654698	8.26238	-7.4685	-2.85701	0.631834	0	radar	0.682332	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964
1477010455709654	8.28761	-7.4204	-2.85749	0.636518	0	lidar	2.12285e-314	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964
1477010455759700	8.2872	-7.41918	-2.85182	0.624146	0	radar	3.12579	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632
1477010455809746	8.31166	-7.36922	-2.85232	0.628909	0	lidar	2.12285e-314	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632
1477010455864779	8.31126	-7.36806	-2.85103	0.625855	0	radar	0.669016	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171
1477010455919813	8.33512	-7.31786	-2.85153	0.630599	0	lidar	2.12285e-314	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708
1477010455974837	8.33469	-7.31663	-2.84764	0.621138	0	radar	2.24625	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738
1477010456029861	8.35738	-7.26616	-2.84815	0.625832	0	lidar	2.12285e-314	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738
1477010456084847	8.35596	-7.2638	-2.8418	0.609169	0	radar	6.42966	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864
1477010456139833	8.37697	-7.21329	-2.84232	0.613769	0	lidar	2.12285e-314	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864
1477010456194789	8.37556	-7.21102	-2.83982	0.606099	0	radar	2.09601	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826
1477010456249746	8.39541	-7.16091	-2.84034	0.610606	0	lidar	2.12285e-314	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818
1477010456304681	8.39237	-7.1569	-2.8366	0.598099	0	radar	5.28864	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169
1477010456359617	8.41051	-7.10747	-2.83713	0.602461	0	lidar	2.12285e-314	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161
1477010456414675	8.40668	-7.10269	-2.83394	0.58993	0	radar	6.1599	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
1477010456469734	8.42296	-7.05449	-2.83446	0.594103	0	lidar	2.12285e-314	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
1477010456524725	8.41826	-7.04888	-2.8319	0.58173	0	radar	7.16075	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
1477010456579717	8.43293	-7.00112	-2.83241	0.585781	0	lidar	2.12285e-314	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
1477010456634732	8.42753	-6.99489	-2.83059	0.574363	0	radar	7.6039	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
1477010456689747	8.44064	-6.94763	-2.83111	0.578292	0	lidar	2.12285e-314	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
1477010456744738	8.43487	-6.94118	-2.83049	0.572431	0	radar	5.59135	8.90199	0.247143	8.85	0.25	-1.81847	0
1477010456799730	8.44685	-6.8949	-2.831	0.57623	0	lidar	2.12285e-314	8.76016	0.263752	8.75	0.25	-1.81846	0
1477010456854787	8.43986	-6.88721	-2.82953	0.560251	0	radar	13.9334	8.46355	0.258809	8.55	0.25	-3.6326	0
1477010456909844	8.44962	-6.84229	-2.83004	0.563831	0	lidar	2.12285e-314	8.35367	0.252596	8.35	0.25	-3.6326	0
1477010456964821	8.44152	-6.83371	-2.82984	0.553942	0	radar	11.4801	8.05161	0.241868	8.2	0.25	-2.72841	0
1477010457019798	8.44965	-6.78994	-2.83034	0.557352	0	lidar	2.12285e-314	8.05411	0.247878	8.05	0.25	-2.72842	0
1477010457074802	8.44087	-6.78085	-2.83057	0.548397	0	radar	12.4039	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
1477010457129807	8.44721	-6.73884	-2.83105	0.551587	0	lidar	2.12285e-314	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
1477010457184718	8.4385	-6.72993	-2.83166	0.542098	0	radar	12.7209	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
1477010457239629	8.4432	-6.68956	-2.83213	0.545083	0	lidar	2.12285e-314	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
1477010457289664	8.43278	-6.67915	-2.83331	0.534028	0	radar	17.8866	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
1477010457339699	8.436	-6.63991	-2.83377	0.536855	0	lidar	2.12285e-314	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
1477010457394701	8.42578	-6.62995	-2.83447	0.533127	0	radar	13.6182	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
1477010457449704	8.42769	-6.59266	-2.83491	0.535748	0	lidar	2.12285e-314	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
1477010457504756	8.4166	-6.58205	-2.83571	0.531894	0	radar	15.8646	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
1477010457559809	8.4173	-6.54678	-2.83613	0.534312	0	lidar	2.12285e-314	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
1477010457614784	8.40614	-6.53628	-2.83674	0.531967	0	radar	15.7326	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
1477010457669760	8.40549	-6.50315	-2.83714	0.534164	0	lidar	2.12285e-314	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
1477010457724718	8.39401	-6.49264	-2.83678	0.536933	0	radar	16.6986	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
1477010457779677	8.39241	-6.46236	-2.83715	0.538885	0	lidar	2.12285e-314	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
1477010457829667	8.38085	-6.45192	-2.8369	0.541191	0	radar	16.8344	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
1477010457879657	8.37835	-6.42412	-2.83725	0.542925	0	lidar	2.12285e-314	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
1477010457929639	8.36693	-6.41395	-2.83687	0.546097	0	radar	16.7182	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
1477010457979621	8.36382	-6.38766	-2.8372	0.547696	0	lidar	2.12285e-314	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
1477010458029740	8.35227	-6.37767	-2.83597	0.556566	0	radar	20.1265	6.24787	-1.61119	6.25	-1.6	0	-2.99288
1477010458079860	8.3487	-6.35367	-2.83627	0.557984	0	lidar	2.12285e-314	6.23547	-1.75335	6.25	-1.75	0	-2.99285
1477010458134821	8.33797	-6.34459	-2.83506	0.569853	0	radar	20.7263	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
1477010458189782	8.33457	-6.32252	-2.83534	0.571154	0	lidar	2.12285e-314	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
1477010458244771	8.32458	-6.31407	-2.83498	0.58001	0	radar	16.1419	6.53066	-2.26346	6.35	-2.2	0	-2.72782
1477010458299761	8.32094	-6.29392	-2.83523	0.581169	0	lidar	2.12285e-314	6.36917	-2.33894	6.35	-2.35	0	-2.72779
1477010458354753	8.31062	-6.28534	-2.83523	0.591387	0	radar	18.2253	6.27034	-2.51837	6.35	-2.55	0	-3.63689
1477010458409745	8.3064	-6.26776	-2.83546	0.592338	0	lidar	2.12285e-314	6.34287	-2.73391	6.35	-2.75	0	-3.63689
1477010458464759	8.29712	-6.26026	-2.8361	0.606586	0	radar	20.1806	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
1477010458519773	8.29296	-6.24467	-2.8363	0.607407	0	lidar	2.12285e-314	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
1477010458574787	8.2842	-6.23765	-2.83785	0.621081	0	radar	18.3146	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
1477010458629802	8.28017	-6.22372	-2.83804	0.621798	0	lidar	2.12285e-314	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
1477010458684825	8.27245	-6.21763	-2.8405	0.635577	0	radar	16.2867	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
1477010458739849	8.26858	-6.2054	-2.84066	0.636188	0	lidar	2.12285e-314	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
1477010458794820	8.26134	-6.19978	-2.84423	0.650796	0	radar	16.4407	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
1477010458849792	8.25756	-6.18938	-2.84437	0.651288	0	lidar	2.12285e-314	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
1477010458904824	8.25081	-6.1842	-2.8487	0.665103	0	radar	14.5384	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
1477010458959856	8.24719	-6.1754	-2.84882	0.665495	0	lidar	2.12285e-314	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
1477010459014855	8.24196	-6.17163	-2.85552	0.683271	0	radar	17.7069	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	8.23882	-6.16436	-2.85562	0.683587	0	lidar	2.12285e-314	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	8.23371	-6.1606	-2.86242	0.698364	0	radar	13.1374	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	8.23062	-6.15493	-2.86251	0.698574	0	lidar	2.12285e-314	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	8.22656	-6.15202	-2.86961	0.712024	0	radar	10.1672	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	8.22378	-6.14731	-2.86968	0.712187	0	lidar	2.12285e-314	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	8.21987	-6.14471	-2.88094	0.731319	0	radar	18.1141	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	8.21753	-6.14145	-2.88099	0.731408	0	lidar	2.12285e-314	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	8.21456	-6.13938	-2.88885	0.743045	0	radar	7.07514	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	8.21248	-6.13717	-2.88889	0.743076	0	lidar	2.12285e-314	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	8.2097	-6.13544	-2.90103	0.759791	0	radar	13.1786	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	8.20819	-6.13445	-2.90105	0.75977	0	lidar	2.12285e-314	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	8.20717	-6.13397	-2.90972	0.770622	0	radar	5.20914	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	8.20582	-6.13394	-2.90973	0.770545	0	lidar	2.12285e-314	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	8.2051	-6.13388	-2.92359	0.786945	0	radar	11.6978	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.2042	-6.13525	-2.92358	0.786796	0	lidar	2.12285e-314	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.20478	-6.13626	-2.93876	0.80338	0	radar	11.886	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.20436	-6.13885	-2.93872	0.803173	0	lidar	2.12285e-314	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.20553	-6.14017	-2.94957	0.814184	0	radar	5.4079	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.20513	-6.14363	-2.94952	0.813918	0	lidar	2.12285e-314	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.2064	-6.14511	-2.96349	0.827466	0	radar	8.15313	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.20613	-6.14998	-2.96343	0.827108	0	lidar	2.12285e-314	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.20846	-6.1524	-2.98119	0.84345	0	radar	12.3652	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.20869	-6.15854	-2.98111	0.843032	0	lidar	2.12285e-314	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.21226	-6.16183	-2.99345	0.853752	0	radar	6.99178	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.21272	-6.16862	-2.99336	0.8533	0	lidar	2.12285e-314	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.21618	-6.17195	-3.01253	0.869327	0	radar	13.0519	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	8.21702	-6.17999	-3.01242	0.868809	0	lidar	2.12285e-314	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	8.22187	-6.18443	-3.03083	0.883427	0	radar	13.0995	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	8.22274	-6.19369	-3.0307	0.882823	0	lidar	2.12285e-314	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	8.2279	-6.19824	-3.04232	0.891666	0	radar	7.83686	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	8.22884	-6.20831	-3.04217	0.891008	0	lidar	2.12285e-314	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	8.23438	-6.21328	-3.05959	0.9039	0	radar	12.455	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	8.23537	-6.22461	-3.05943	0.903155	0	lidar	2.12285e-314	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	8.2415	-6.23007	-3.07703	0.91572	0	radar	13.3911	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	8.24251	-6.24255	-3.07685	0.914893	0	lidar	2.12285e-314	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	8.24919	-6.24849	-3.09639	0.928375	0	radar	15.8005	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	8.2502	-6.26228	-3.09619	0.927454	0	lidar	2.12285e-314	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	8.2574	-6.26864	-3.11433	0.939553	0	radar	15.672	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	8.25848	-6.28347	-3.11412	0.93856	0	lidar	2.12285e-314	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	8.26621	-6.2903	-3.13346	0.951076	0	radar	17.7298	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	8.26721	-6.30627	-3.13323	0.949996	0	lidar	2.12285e-314	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	8.27526	-6.31334	-3.14946	0.960199	0	radar	16.5122	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	8.27647	-6.32997	-3.14922	0.959083	0	lidar	2.12285e-314	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	8.2853	-6.33767	-3.16161	0.966708	0	radar	17.07	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	8.28621	-6.3555	-3.16134	0.965489	0	lidar	2.12285e-314	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	8.29575	-6.36389	-3.18026	0.976899	0	radar	23.096	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	8.29662	-6.38284	-3.17998	0.975595	0	lidar	2.12285e-314	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	8.30632	-6.39136	-3.19414	0.98394	0	radar	21.1907	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	8.30686	-6.41146	-3.19385	0.982533	0	lidar	2.12285e-314	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	8.31647	-6.41996	-3.21038	0.992084	0	radar	22.2582	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	8.3166	-6.44126	-3.21006	0.990566	0	lidar	2.12285e-314	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	8.32686	-6.45037	-3.22745	1.00041	0	radar	25.4247	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	8.32664	-6.47277	-3.22712	0.998788	0	lidar	2.12285e-314	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	8.33712	-6.48203	-3.23197	1.00152	0	radar	22.3633	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	8.33632	-6.50522	-3.23162	0.999808	0	lidar	2.12285e-314	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	8.34741	-6.5151	-3.24144	1.00524	0	radar	26.5396	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	8.3459	-6.53947	-3.24108	1.0034	0	lidar	2.12285e-314	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	8.35682	-6.54928	-3.25102	1.00884	0	radar	26.2936	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	8.35463	-6.5749	-3.25064	1.00687	0	lidar	2.12285e-314	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	8.36545	-6.58466	-3.25204	1.00766	0	radar	24.8094	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	8.36236	-6.61107	-3.25165	1.00558	0	lidar	2.12285e-314	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	8.3731	-6.62083	-3.24733	1.0033	0	radar	25.1297	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	8.36863	-6.64812	-3.24694	1.00108	0	lidar	2.12285e-314	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	8.37903	-6.65766	-3.24234	0.998636	0	radar	24.088	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.37377	-6.68545	-3.24194	0.996331	0	lidar	2.12285e-314	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.38417	-6.69508	-3.23918	0.994866	0	radar	24.3327	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.37772	-6.72365	-3.23878	0.992435	0	lidar	2.12285e-314	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.38747	-6.73278	-3.22319	0.984008	0	radar	25.8492	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.38003	-6.76137	-3.22279	0.981517	0	lidar	2.12285e-314	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.38951	-6.77034	-3.2168	0.978222	0	radar	21.6167	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.38094	-6.79938	-3.21639	0.975633	0	lidar	2.12285e-314	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	8.39071	-6.80871	-3.20487	0.969237	0	radar	25.2075	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	8.38104	-6.83778	-3.20447	0.966581	0	lidar	2.12285e-314	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	8.39007	-6.84653	-3.19315	0.960194	0	radar	22.4787	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	8.3795	-6.87557	-3.19275	0.957487	0	lidar	2.12285e-314	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	8.38791	-6.88383	-3.17675	0.948314	0	radar	23.2606	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	8.3765	-6.91249	-3.17637	0.945586	0	lidar	2.12285e-314	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	8.38413	-6.92009	-3.16341	0.937974	0	radar	18.9043	6.79473	-13.0433	6.85	-13.15	-3.63709	0
1477010463239653	8.37144	-6.94885	-3.16303	0.935163	0	lidar	2.12285e-314	6.65123	-13.1604	6.65	-13.15	-3.63709	0
1477010463289643	8.37902	-6.9565	-3.14767	0.925953	0	radar	21.1114	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
1477010463339633	8.36553	-6.98474	-3.1473	0.923133	0	lidar	2.12285e-314	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
1477010463394660	8.3726	-6.99194	-3.1415	0.919552	0	radar	14.3047	6.27012	-13.1139	6.25	-13.05	-1.81729	0
1477010463449687	8.35851	-7.02013	-3.14113	0.916701	0	lidar	2.12285e-314	6.14459	-13.0471	6.15	-13.05	-1.81729	0
1477010463504660	8.36494	-7.02681	-3.12518	0.906773	0	radar	18.9798	5.99498	-12.9442	6	-12.95	-2.72861	1.81906
1477010463559633	8.35022	-7.05412	-3.12483	0.90395	0	lidar	2.12285e-314	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907
1477010463609635	8.35622	-7.06043	-3.11234	0.895923	0	radar	15.2942	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964
1477010463659638	8.34066	-7.08738	-3.112	0.893076	0	lidar	2.12285e-314	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954
1477010463709638	8.34612	-7.09321	-3.10226	0.886647	0	radar	12.0767	5.45236	-12.7392	5.45	-12.7	-2.00001	1
1477010463759639	8.33016	-7.11963	-3.10193	0.883814	0	lidar	2.12285e-314	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994
1477010463809706	8.33507	-7.12498	-3.08877	0.87493	0	radar	14.0209	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733
1477010463859774	8.31872	-7.15048	-3.08845	0.872142	0	lidar	2.12285e-314	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973
1477010463914701	8.32351	-7.15576	-3.07659	0.863871	0	radar	13.1196	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059
1477010463969629	8.30686	-7.18039	-3.07629	0.861127	0	lidar	2.12285e-314	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058
1477010464019634	8.3107	-7.18478	-3.06027	0.84961	0	radar	17.0884	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969
1477010464069639	8.29384	-7.20816	-3.06	0.846944	0	lidar	2.12285e-314	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997
1477010464119638	8.2968	-7.21163	-3.05025	0.839587	0	radar	8.23862	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003
